record_id,duplicate_key,source_id,source_quality_tier,snapshot_date,visa_subclass,application_status,event_observed,lodgement_date,decision_date,as_of_date,waiting_days,education_level,study_sector,field_of_study_group,submit_location,includes_partner,is_diy,provider_group,record_quality_score,quality_flags,provenance_url
VD-160935e9c696772b6da9,1494cc06b18dd47edcdc,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2026-08-13,2026-08-18,2026-08-18,5,PhD,Postgraduate Research,Health and Medicine,Outside Australia,no,yes,Unknown,100,,https://www.visadashboard.top/dashboard/table
VD-059050c95bce66674873,63551f041cbcd4eef3cc,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-07-16,2026-07-31,2026-07-31,380,PhD,Postgraduate Research,Computing and Data,Outside Australia,no,unknown,Unknown,100,,https://www.visadashboard.top/dashboard/table
VD-d88f44ed89bc2fd055b1,97b73d7d983333e102c6,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2026-07-03,2026-07-13,2026-07-13,10,PhD,Postgraduate Research,Humanities and Social Sciences,Outside Australia,no,yes,Unknown,100,,https://www.visadashboard.top/dashboard/table
VD-77effdeb7a3dce41f144,b1f914562962e7977ec1,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-05-02,2026-07-06,2026-07-06,430,PhD,Postgraduate Research,Natural Sciences,In Australia,no,unknown,Unknown,100,,https://www.visadashboard.top/dashboard/table
VD-d872665c9ee159d557e6,0af41ac67a18d6a9e1f6,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2026-07-05,2026-07-05,2026-07-05,0,PhD,Postgraduate Research,Engineering,Outside Australia,no,yes,Group of Eight,100,,https://www.visadashboard.top/dashboard/table
VD-08e457073c9fa7123d86,9af30a168a4284a4221e,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-09-05,2026-07-04,2026-07-04,302,PhD,Postgraduate Research,Natural Sciences,Outside Australia,no,unknown,Unknown,100,,https://www.visadashboard.top/dashboard/table
VD-5d8f54d73f9cb2c0015f,f8d75bd9e20501d7c7ed,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2026-06-19,2026-06-24,2026-06-24,5,PhD,Postgraduate Research,Natural Sciences,Outside Australia,no,no,Other/Unverified,100,,https://www.visadashboard.top/dashboard/table
VD-498cc02f75b8ab024c0b,1b8ce378f00d39c10b7a,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-08-14,2026-06-19,2026-06-19,309,PhD,Postgraduate Research,Engineering,Outside Australia,no,yes,Group of Eight,100,,https://www.visadashboard.top/dashboard/table
VD-3374e3bef4832559b1f2,a2b7a64602c304d047ed,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-07-30,2026-06-19,2026-06-19,324,PhD,Postgraduate Research,Other,Outside Australia,no,unknown,Unknown,100,,https://www.visadashboard.top/dashboard/table
VD-559301affee10287767e,dbadb8fdde44c8378208,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2026-06-03,2026-06-03,2026-06-03,0,PhD,Postgraduate Research,Health and Medicine,Outside Australia,no,yes,Other/Unverified,100,,https://www.visadashboard.top/dashboard/table
VD-d1f49427edafdb262357,55f7897755d664bbd06b,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2026-04-22,2026-05-28,2026-05-28,36,PhD,Postgraduate Research,Computing and Data,Outside Australia,no,no,Other/Unverified,100,,https://www.visadashboard.top/dashboard/table
VD-1a68c9996dd77b482965,0e0f039916cfd2ec5808,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2026-05-22,2026-05-27,2026-05-27,5,PhD,Postgraduate Research,Other,Outside Australia,no,yes,Other/Unverified,100,,https://www.visadashboard.top/dashboard/table
VD-ffce78d33e660ff0c1e9,d5cf2c04fa976959ae41,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2026-05-07,2026-05-13,2026-05-13,6,PhD,Postgraduate Research,Humanities and Social Sciences,Outside Australia,no,yes,Other/Unverified,100,,https://www.visadashboard.top/dashboard/table
VD-8c103b115f9b4fdd05a2,59f81272e0264b1aa981,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2026-04-07,2026-05-11,2026-05-11,34,PhD,Postgraduate Research,Other,Unknown,no,yes,Group of Eight,95,unknown_submit_location,https://www.visadashboard.top/dashboard/table
VD-d272e1bdf722e50ac111,900ba3f22d731ec52a1f,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2026-05-01,2026-05-05,2026-05-05,4,PhD,Postgraduate Research,Other,Outside Australia,no,yes,Unknown,100,,https://www.visadashboard.top/dashboard/table
VD-658584e6bee7393591b4,440f0ed608be8a41be97,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-09-03,2026-04-30,2026-04-30,239,PhD,Postgraduate Research,Humanities and Social Sciences,Outside Australia,no,no,Other/Unverified,100,,https://www.visadashboard.top/dashboard/table
VD-9406bbbcc12e2826ef88,8e593fc4de4803fa40ad,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-08-19,2026-04-29,2026-04-29,253,PhD,Postgraduate Research,Computing and Data,Outside Australia,no,yes,Unknown,100,,https://www.visadashboard.top/dashboard/table
VD-54ec27ef4ed87936b33b,85216e51fdf7c55c47db,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-08-14,2026-04-29,2026-04-29,258,PhD,Postgraduate Research,Engineering,Outside Australia,no,no,Group of Eight,100,,https://www.visadashboard.top/dashboard/table
VD-e5b679d6dfb12c98e110,e80d868ac4411b85557b,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-07-31,2026-04-29,2026-04-29,272,PhD,Postgraduate Research,Other,Outside Australia,no,unknown,Other/Unverified,100,,https://www.visadashboard.top/dashboard/table
VD-cc5ab69cd871d432933b,500853b0a42414eddfe1,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-07-18,2026-04-27,2026-04-27,283,PhD,Postgraduate Research,Natural Sciences,Outside Australia,no,yes,Group of Eight,100,,https://www.visadashboard.top/dashboard/table
VD-e63861b0a4aea04d4e33,5571a8cd5d4f0c79a417,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2026-04-23,2026-04-25,2026-04-25,2,PhD,Postgraduate Research,Natural Sciences,Outside Australia,no,yes,Group of Eight,100,,https://www.visadashboard.top/dashboard/table
VD-ea735b4c999fed60c0bb,d79601dd8bdb5b514bcf,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-08-18,2026-04-23,2026-04-23,248,PhD,Postgraduate Research,Natural Sciences,Outside Australia,no,no,Other/Unverified,100,,https://www.visadashboard.top/dashboard/table
VD-50437a7f12bc60380046,914ebbbd166bc33311be,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-07-23,2026-04-23,2026-04-23,274,PhD,Postgraduate Research,Natural Sciences,Outside Australia,no,yes,Group of Eight,100,,https://www.visadashboard.top/dashboard/table
VD-3a012487dfe498522fd3,bc813111bffee88759a7,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-07-22,2026-04-23,2026-04-23,275,PhD,Postgraduate Research,Other,Outside Australia,no,yes,Group of Eight,100,,https://www.visadashboard.top/dashboard/table
VD-26965c5c114e20ce8a0c,61b80a07647c63e93a9b,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-07-10,2026-04-22,2026-04-22,286,PhD,Postgraduate Research,Engineering,Outside Australia,no,no,Group of Eight,100,,https://www.visadashboard.top/dashboard/table
VD-90749d193709c82d3e5f,12e208d2ce08a60996d5,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-07-22,2026-04-20,2026-04-20,272,PhD,Postgraduate Research,Other,Outside Australia,no,no,Group of Eight,100,,https://www.visadashboard.top/dashboard/table
VD-08fe8315a02caf5ad339,8b8bc094fa05fa3c76c6,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-07-29,2026-04-17,2026-04-17,262,PhD,Postgraduate Research,Other,Outside Australia,unknown,yes,Other/Unverified,100,,https://www.visadashboard.top/dashboard/table
VD-7aa18aa2b36d216a33eb,660a25932c39b44a42c4,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2026-03-13,2026-04-15,2026-04-15,33,Unknown,Unknown,Business and Economics,In Australia,no,yes,Other/Unverified,92,unknown_education_level,https://www.visadashboard.top/dashboard/table
VD-e27ebe4bbb35a877b5b8,b50d9efd8a4f38bd5305,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-07-19,2026-04-14,2026-04-14,269,PhD,Postgraduate Research,Natural Sciences,Outside Australia,no,yes,Unknown,100,,https://www.visadashboard.top/dashboard/table
VD-35e93000fc4d1c984751,7313edbc20353624fd73,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-07-11,2026-04-14,2026-04-14,277,PhD,Postgraduate Research,Other,Outside Australia,no,no,Group of Eight,100,,https://www.visadashboard.top/dashboard/table
VD-9200af70964e838c9fd2,590841538b0874a2c6cd,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-07-16,2026-04-08,2026-04-08,266,PhD,Postgraduate Research,Other,Outside Australia,no,yes,Other/Unverified,100,,https://www.visadashboard.top/dashboard/table
VD-52ebe71f0795eaab6243,cedf94d68eccdd4f264d,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-08-06,2026-04-02,2026-04-02,239,PhD,Postgraduate Research,Other,Outside Australia,no,yes,Other/Unverified,100,,https://www.visadashboard.top/dashboard/table
VD-24839756c179dd76907e,b95479dbfbd4aa654e80,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-07-03,2026-04-02,2026-04-02,273,PhD,Postgraduate Research,Natural Sciences,Outside Australia,no,yes,Group of Eight,100,,https://www.visadashboard.top/dashboard/table
VD-61691a3c3899e2b9f5da,91e27a8f54a5526173d0,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-07-25,2026-03-31,2026-03-31,249,PhD,Postgraduate Research,Other,Outside Australia,no,no,Unknown,100,,https://www.visadashboard.top/dashboard/table
VD-99359dbe069e28bc71e1,5ec80f2a9329dd5304f0,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-07-25,2026-03-27,2026-03-27,245,PhD,Postgraduate Research,Other,Outside Australia,no,unknown,Group of Eight,100,,https://www.visadashboard.top/dashboard/table
VD-387ca4ccaac607bdaadc,5ec80f2a9329dd5304f0,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-07-25,2026-03-27,2026-03-27,245,PhD,Postgraduate Research,Other,Outside Australia,no,unknown,Unknown,100,,https://www.visadashboard.top/dashboard/table
VD-86ba931fb9d363ab762f,0c17f236cb315d29d02b,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-08-23,2026-03-24,2026-03-24,213,PhD,Postgraduate Research,Other,Outside Australia,no,unknown,Group of Eight,100,,https://www.visadashboard.top/dashboard/table
VD-da0042e8bbdb4c8a1171,2e62d609c8953f73df27,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-07-10,2026-03-23,2026-03-23,256,PhD,Postgraduate Research,Health and Medicine,Outside Australia,no,yes,Other/Unverified,100,,https://www.visadashboard.top/dashboard/table
VD-256e8905ac23ff800e6a,2e62d609c8953f73df27,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-07-10,2026-03-23,2026-03-23,256,PhD,Postgraduate Research,Health and Medicine,Outside Australia,no,yes,Group of Eight,100,,https://www.visadashboard.top/dashboard/table
VD-017fbbad6d7840c4f197,92fb4f13799dcf4fb546,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-07-10,2026-03-23,2026-03-23,256,PhD,Postgraduate Research,Other,Outside Australia,no,yes,Unknown,100,,https://www.visadashboard.top/dashboard/table
VD-4a2b746291d366c672d1,793d966f56152f183fea,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-07-09,2026-03-23,2026-03-23,257,PhD,Postgraduate Research,Engineering,Outside Australia,no,yes,Group of Eight,100,,https://www.visadashboard.top/dashboard/table
VD-646139a5d21c0c4b057f,b5a1fa85f4328f9621ee,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-07-03,2026-03-23,2026-03-23,263,PhD,Postgraduate Research,Other,Outside Australia,no,yes,Other/Unverified,100,,https://www.visadashboard.top/dashboard/table
VD-8a34f81c436b547aef8f,96357a99cd1b3d98259d,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2026-02-18,2026-03-20,2026-03-20,30,PhD,Postgraduate Research,Other,Outside Australia,no,yes,Other/Unverified,100,,https://www.visadashboard.top/dashboard/table
VD-91f51c80cd17ac6a76f5,4b0d9c5e667fa0e64921,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-05-29,2026-03-20,2026-03-20,295,PhD,Postgraduate Research,Natural Sciences,Outside Australia,no,yes,Unknown,100,,https://www.visadashboard.top/dashboard/table
VD-32014880226778d87d4a,ba7d15db6713aebfde3b,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2026-03-18,2026-03-18,2026-03-18,0,PhD,Postgraduate Research,Other,Outside Australia,no,unknown,Unknown,100,,https://www.visadashboard.top/dashboard/table
VD-5658ccb9346bf532d9f7,afc09d4b32664e5d64bd,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2026-03-18,2026-03-18,2026-03-18,0,PhD,Postgraduate Research,Humanities and Social Sciences,Outside Australia,no,unknown,Unknown,100,,https://www.visadashboard.top/dashboard/table
VD-edd4ce6d948407c5b9e5,6e9fe5f290b34a263155,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2026-03-13,2026-03-18,2026-03-18,5,PhD,Postgraduate Research,Other,Outside Australia,no,yes,Unknown,100,,https://www.visadashboard.top/dashboard/table
VD-661b743857712cc2209f,33f4954b97b50dc59c2b,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-07-10,2026-03-18,2026-03-18,251,PhD,Postgraduate Research,Engineering,Outside Australia,no,unknown,Unknown,100,,https://www.visadashboard.top/dashboard/table
VD-3207e1586a1439a7b6f0,419e047a1e583c74ec55,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-07-09,2026-03-17,2026-03-17,251,PhD,Postgraduate Research,Engineering,Outside Australia,no,yes,Unknown,100,,https://www.visadashboard.top/dashboard/table
VD-201318a3d25faa0e59de,0aff96c2bc6b4bfe5d07,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-07-04,2026-03-17,2026-03-17,256,PhD,Postgraduate Research,Other,Outside Australia,no,yes,Unknown,100,,https://www.visadashboard.top/dashboard/table
VD-d89f5004859361f2b8ff,09ac2ab97bc63bedb1c8,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-07-02,2026-03-17,2026-03-17,258,PhD,Postgraduate Research,Other,Outside Australia,no,yes,Unknown,100,,https://www.visadashboard.top/dashboard/table
VD-8372d6af2b1428eb3db0,a53b6f7c934bbbfae40f,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-07-02,2026-03-16,2026-03-16,257,PhD,Postgraduate Research,Engineering,Outside Australia,no,no,Unknown,100,,https://www.visadashboard.top/dashboard/table
VD-7e99abef732712f7d102,99e284fb620254012b4e,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2026-01-29,2026-03-13,2026-03-13,43,PhD,Postgraduate Research,Other,Outside Australia,no,yes,Unknown,100,,https://www.visadashboard.top/dashboard/table
VD-5d1c6a5e1cadeabd7d48,d11da2139ab429d69c9a,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-07-04,2026-03-13,2026-03-13,252,PhD,Postgraduate Research,Other,Outside Australia,no,yes,Group of Eight,100,,https://www.visadashboard.top/dashboard/table
VD-4862f2f9a357c477b2a5,d9a813432072a06542d6,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-06-30,2026-03-13,2026-03-13,256,PhD,Postgraduate Research,Other,Outside Australia,no,yes,Other/Unverified,100,,https://www.visadashboard.top/dashboard/table
VD-46577878ec8e4fa318ea,1c441ca1b2fc94c4ba7e,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-07-02,2026-03-12,2026-03-12,253,PhD,Postgraduate Research,Engineering,Outside Australia,no,no,Group of Eight,100,,https://www.visadashboard.top/dashboard/table
VD-186b432f75721f037cee,8a91ee5ea75267f6ee15,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-06-30,2026-03-12,2026-03-12,255,PhD,Postgraduate Research,Other,Outside Australia,no,yes,Group of Eight,100,,https://www.visadashboard.top/dashboard/table
VD-f4025fa2c0ac3ba4737e,b24c1a7a821df48cb83d,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-06-30,2026-03-12,2026-03-12,255,Unknown,Unknown,Other,Outside Australia,no,yes,Group of Eight,92,unknown_education_level,https://www.visadashboard.top/dashboard/table
VD-812d09b298bd4b157254,8a91ee5ea75267f6ee15,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-06-30,2026-03-12,2026-03-12,255,PhD,Postgraduate Research,Other,Outside Australia,no,yes,Group of Eight,100,,https://www.visadashboard.top/dashboard/table
VD-e96ab9b32cddb7782559,89b629ae5981168d8699,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-12-17,2026-03-11,2026-03-11,84,PhD,Postgraduate Research,Health and Medicine,Outside Australia,no,unknown,Unknown,100,,https://www.visadashboard.top/dashboard/table
VD-399b7a17087c77a1449b,1497d1260e1d6c767b42,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2024-12-13,2026-03-10,2026-03-10,452,PhD,Postgraduate Research,Other,Outside Australia,no,yes,Unknown,100,,https://www.visadashboard.top/dashboard/table
VD-f21fcc1e6417d36169d2,ba613a9735ae0e8df09a,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2024-12-13,2026-03-10,2026-03-10,452,PhD,Postgraduate Research,Engineering,Outside Australia,no,yes,Group of Eight,100,,https://www.visadashboard.top/dashboard/table
VD-26a840ef3d0f41089f77,82209781f96beda7e592,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-02-28,2026-03-06,2026-03-06,371,PhD,Postgraduate Research,Other,Outside Australia,no,no,Other/Unverified,100,,https://www.visadashboard.top/dashboard/table
VD-a8fdf3f7abb9096b1360,f8c0373699b03d2f9ed8,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2026-02-23,2026-03-04,2026-03-04,9,PhD,Postgraduate Research,Other,Outside Australia,no,yes,Other/Unverified,100,,https://www.visadashboard.top/dashboard/table
VD-ffa66d346c835110d787,a7cbcc4133db1d163c00,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-08-11,2026-02-27,2026-02-27,200,PhD,Postgraduate Research,Other,Outside Australia,no,yes,Other/Unverified,100,,https://www.visadashboard.top/dashboard/table
VD-1f5f1aa29d8c4e45d719,49f19e66b15922a42b29,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-06-28,2026-02-25,2026-02-25,242,PhD,Postgraduate Research,Engineering,Outside Australia,no,yes,Group of Eight,100,,https://www.visadashboard.top/dashboard/table
VD-0d625392ad966843ede3,e631f69c945b804fafed,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-06-29,2026-02-23,2026-02-23,239,PhD,Postgraduate Research,Other,Outside Australia,no,yes,Unknown,100,,https://www.visadashboard.top/dashboard/table
VD-a12d69c7beb690d8c34d,d25237a2e017ca4947b7,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2024-12-18,2026-02-23,2026-02-23,432,PhD,Postgraduate Research,Other,Outside Australia,no,yes,Other/Unverified,100,,https://www.visadashboard.top/dashboard/table
VD-e4fe43c3f93d44bf6df5,78d83e90d652e7f353a2,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-07-10,2026-02-20,2026-02-20,225,PhD,Postgraduate Research,Other,Outside Australia,no,yes,Group of Eight,100,,https://www.visadashboard.top/dashboard/table
VD-032110f3d926fe6433a5,510764f274c2b3a9a094,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2026-01-08,2026-02-19,2026-02-19,42,PhD,Postgraduate Research,Other,Outside Australia,no,no,Unknown,100,,https://www.visadashboard.top/dashboard/table
VD-303c50eda013807de213,835a55282f8308e58019,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-07-08,2026-02-19,2026-02-19,226,PhD,Postgraduate Research,Other,Outside Australia,no,yes,Unknown,100,,https://www.visadashboard.top/dashboard/table
VD-6ee25cd8b178302a412a,34ea4b9d93b5f71593d3,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-07-08,2026-02-19,2026-02-19,226,PhD,Postgraduate Research,Humanities and Social Sciences,Outside Australia,no,yes,Group of Eight,100,,https://www.visadashboard.top/dashboard/table
VD-9194a751cad837be6f8a,75d8245c331d50f9a5ed,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-07-07,2026-02-19,2026-02-19,227,PhD,Postgraduate Research,Other,Outside Australia,no,yes,Unknown,100,,https://www.visadashboard.top/dashboard/table
VD-c20b81481156b57ad60f,426767a858db55f23a5a,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-06-30,2026-02-19,2026-02-19,234,PhD,Postgraduate Research,Other,Outside Australia,no,yes,Group of Eight,100,,https://www.visadashboard.top/dashboard/table
VD-db945c4eb28e34592112,7d7f0f0ff57bedd6ef85,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-06-25,2026-02-19,2026-02-19,239,PhD,Postgraduate Research,Engineering,Outside Australia,no,yes,Other/Unverified,100,,https://www.visadashboard.top/dashboard/table
VD-28c757b8e08a2e57eac4,c6b181c9604ee9301f2a,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-06-11,2026-02-19,2026-02-19,253,PhD,Postgraduate Research,Natural Sciences,Outside Australia,no,yes,Unknown,100,,https://www.visadashboard.top/dashboard/table
VD-398468b98532875a1742,936ee01224eff5f13938,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-07-08,2026-02-17,2026-02-17,224,PhD,Postgraduate Research,Engineering,Outside Australia,no,yes,Other/Unverified,100,,https://www.visadashboard.top/dashboard/table
VD-c6983ba4ec0435b5020f,491b9cbf8dcf942e1cc7,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-07-07,2026-02-13,2026-02-13,221,PhD,Postgraduate Research,Other,Outside Australia,no,yes,Other/Unverified,100,,https://www.visadashboard.top/dashboard/table
VD-48a79f7b12f6a0145709,3759086c279f7234640a,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-10-17,2026-02-12,2026-02-12,118,PhD,Postgraduate Research,Other,Outside Australia,no,yes,Unknown,100,,https://www.visadashboard.top/dashboard/table
VD-83f620ff6dfbfb6c48f7,dab55d69ca1b9cd20806,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-07-07,2026-02-12,2026-02-12,220,PhD,Postgraduate Research,Other,Outside Australia,no,unknown,Unknown,100,,https://www.visadashboard.top/dashboard/table
VD-1fed1a2a17c4e7744d36,d19771cd4d711d2ffe82,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2026-01-30,2026-02-11,2026-02-11,12,PhD,Postgraduate Research,Natural Sciences,Outside Australia,no,yes,Unknown,100,,https://www.visadashboard.top/dashboard/table
VD-3945a57c754c1e629ac4,a2d008d0955a783889b4,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-07-22,2026-02-11,2026-02-11,204,PhD,Postgraduate Research,Other,In Australia,no,yes,Unknown,100,,https://www.visadashboard.top/dashboard/table
VD-5f0e1be23f108045f10e,2a35c2c303ece0e6f917,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-07-06,2026-02-11,2026-02-11,220,PhD,Postgraduate Research,Natural Sciences,Outside Australia,no,yes,Unknown,100,,https://www.visadashboard.top/dashboard/table
VD-399daa2c2be4643e1bf3,f7677a118549d0ef9d1c,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-05-28,2026-02-11,2026-02-11,259,PhD,Postgraduate Research,Engineering,Outside Australia,no,yes,Unknown,100,,https://www.visadashboard.top/dashboard/table
VD-b4d3b3fbf555d1bc7891,b8c612f1dd6368ec9477,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2026-01-26,2026-02-10,2026-02-10,15,PhD,Postgraduate Research,Engineering,Outside Australia,no,yes,Other/Unverified,100,,https://www.visadashboard.top/dashboard/table
VD-0603b69c5d10ced9c4d5,03da5923c52dd8783513,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-07-07,2026-02-10,2026-02-10,218,PhD,Postgraduate Research,Other,Outside Australia,no,yes,Other/Unverified,100,,https://www.visadashboard.top/dashboard/table
VD-d9cc39fffb8118deec33,28e133072d1c6cc8f5d0,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-05-11,2026-02-08,2026-02-08,273,PhD,Postgraduate Research,Natural Sciences,Outside Australia,no,yes,Unknown,100,,https://www.visadashboard.top/dashboard/table
VD-36aaafeb6c5093267784,56e03dc4aeef4e15a3da,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-07-08,2026-02-07,2026-02-07,214,PhD,Postgraduate Research,Other,Outside Australia,no,yes,Group of Eight,100,,https://www.visadashboard.top/dashboard/table
VD-d4a4c317b0b0509e6722,c091842855fc5c0625c9,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-07-07,2026-02-07,2026-02-07,215,PhD,Postgraduate Research,Other,Outside Australia,no,yes,Unknown,100,,https://www.visadashboard.top/dashboard/table
VD-69a4f3b7995d4cd24394,c091842855fc5c0625c9,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-07-07,2026-02-07,2026-02-07,215,PhD,Postgraduate Research,Other,Outside Australia,no,yes,Unknown,100,,https://www.visadashboard.top/dashboard/table
VD-68d130d97c74924b258f,b11679b7601267376d02,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-07-06,2026-02-07,2026-02-07,216,PhD,Postgraduate Research,Other,Outside Australia,no,yes,Group of Eight,100,,https://www.visadashboard.top/dashboard/table
VD-b16ea65ad736aeed6798,0db2ba82bee42a244dd1,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-07-03,2026-02-07,2026-02-07,219,PhD,Postgraduate Research,Other,Outside Australia,no,yes,Other/Unverified,100,,https://www.visadashboard.top/dashboard/table
VD-c7666eafbe5970746b06,215013a3894e3cc032b4,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-07-02,2026-02-07,2026-02-07,220,PhD,Postgraduate Research,Other,Outside Australia,no,yes,Unknown,100,,https://www.visadashboard.top/dashboard/table
VD-ac2a3dad6c6c5768fd2f,040cbb450d25aae80ab3,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-06-27,2026-02-07,2026-02-07,225,PhD,Postgraduate Research,Other,Outside Australia,no,yes,Unknown,100,,https://www.visadashboard.top/dashboard/table
VD-7890bf7804e4321f237c,d6f75d37b6e0399c569e,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-06-26,2026-02-07,2026-02-07,226,PhD,Postgraduate Research,Other,Outside Australia,no,yes,Unknown,100,,https://www.visadashboard.top/dashboard/table
VD-82b86336e4d62e988c5f,d6f75d37b6e0399c569e,PLAT-VISADASHBOARD,C,2026-09-24,500,granted,1,2025-06-26,2026-02-07,2026-02-07,226,PhD,Postgraduate Research,Other,Outside Australia,no,yes,Unknown,100,,https://www.visadashboard.top/dashboard/table
